No. ,Premises,Conclusion,Support,Confidence,Laplace,Gain,p-s,Lift,Conviction
4346,"Go, Scala","Python, Docker",0.011246857,0.752212389,0.996349731,-0.018656552,0.01027351,11.55481809,3.772991475
4347,"Docker, TypeScript",Python,0.014201914,0.752336449,0.995411454,-0.023552243,0.008547866,2.511813326,2.828356228
4348,"Python, Redshift",Snowflake,0.010585278,0.752351097,0.996564022,-0.017553919,0.010171375,25.57429749,3.919184532
4349,"Python, Hadoop, Hive",Java,0.01018833,0.752442997,0.996692776,-0.016892339,0.0078479,4.353187054,3.341255655
4350,"Python, TypeScript","Java, JavaScript",0.016495391,0.752515091,0.994691411,-0.027345301,0.015434807,15.55312183,3.845149436
4351,"Kubernetes, Docker, Azure",Python,0.012481807,0.752659574,0.995965118,-0.020685397,0.007514699,2.512892141,2.832051196
4352,Agile practices,Python,0.011820227,0.752808989,0.996178731,-0.019582764,0.007117327,2.513390988,2.833763026
4353,Cassandra,Java,0.011820227,0.752808989,0.996178731,-0.019582764,0.009106243,4.355304466,3.346202732
4354,"Docker, Jenkins",Kubernetes,0.01773034,0.752808989,0.994312061,-0.029374145,0.0152113,7.038531217,3.612771298
4355,"Software Engineering, Go",SQL,0.011158647,0.75297619,0.996392716,-0.018480131,0.007976854,3.507031464,3.179026696
4356,"AWS, Open Source RDBMS","SQL, Kubernetes",0.011026331,0.753012048,0.996435557,-0.018259604,0.010341102,16.09146293,3.859314775
4357,"AWS, Go","Python, Java",0.028050986,0.753554502,0.991155334,-0.0463988,0.024030178,6.976456199,3.619404985
4358,"TypeScript, HTML/CSS","Python, Java",0.011335068,0.753665689,0.996350048,-0.018744762,0.009710548,6.977485574,3.621038659
4359,"Java, Go, Scala",Docker,0.011202752,0.753709199,0.996392873,-0.018524236,0.009725777,7.58493061,3.656777686
4360,"JavaScript, Go","Java, TypeScript",0.014731178,0.753950339,0.995284651,-0.024346139,0.01425204,30.74517271,3.964555101
4361,Confidentiality,Integrity,0.014069598,0.754137116,0.995497056,-0.023243505,0.013692731,37.33308041,3.985147108
4362,Machine Learning,Python,0.045869536,0.754169688,0.985905538,-0.075772946,0.027652404,2.517933933,2.849448235
4363,"Kubernetes, Docker, Software Engineering",Python,0.013540334,0.754299754,0.995667244,-0.022361399,0.008163704,2.518368183,2.850956644
4364,"Agile, Go",Docker,0.013408018,0.754342432,0.995709828,-0.022140872,0.011641784,7.591303132,3.666203784
4365,"Teamwork, Problemsolving",Communication,0.012878754,0.754521964,0.995880312,-0.021258766,0.009718403,4.075101593,3.319424681
4366,"SQL, Azure",Python,0.020200238,0.754530478,0.993599656,-0.033343625,0.012181529,2.519138495,2.853636336
4367,"Data Analysis, Business Intelligence",SQL,0.01084991,0.754601227,0.996521588,-0.017906761,0.007762813,3.514600168,3.200078287
4368,"Docker, TypeScript",SQL,0.014246019,0.754672897,0.995454742,-0.023508137,0.010193022,3.514933977,3.201013162
4369,CSS,JavaScript,0.026463194,0.754716981,0.991690813,-0.04366427,0.023566605,9.135984043,3.740131434
4370,"Java, TypeScript, HTML/CSS",Go,0.010585278,0.754716981,0.996607368,-0.017465708,0.009696351,11.90793188,3.818530343
4371,"JavaScript, HTML/CSS","SQL, Go",0.012217175,0.754768392,0.99609375,-0.020156133,0.011683164,22.87816011,3.9432487
4372,"Scala, Kafka",Hadoop,0.010452962,0.75477707,0.996650281,-0.017245181,0.00999607,22.87842314,3.94338824
4373,"Scala, Kafka","Python, Spark",0.010452962,0.75477707,0.996650281,-0.017245181,0.00993621,20.22820391,3.925762149
4374,"Python, NoSQL",Java,0.027830459,0.754784689,0.991279935,-0.045913642,0.021457171,4.366734691,3.373163094
4375,"Python, Kafka, Hadoop",Java,0.01018833,0.754901961,0.99673615,-0.016804128,0.007855523,4.367413156,3.374777048
4376,"Java, Cloud Computing",Python,0.019450448,0.755136986,0.993851314,-0.03206457,0.011735578,2.521163435,2.860704593
4377,"Java, RDBMS","Python, AWS",0.011290963,0.755162242,0.996393186,-0.018612447,0.009752467,7.338959927,3.664068349
4378,"Java, JavaScript, HTML/CSS",Python,0.011290963,0.755162242,0.996393186,-0.018612447,0.006812639,2.521247756,2.860999682
4379,"SQL, HTML/CSS",Docker,0.011026331,0.755287009,0.996478873,-0.018171393,0.009575652,7.600808858,3.680355108
4380,"SQL, HTML/CSS","AWS, JavaScript",0.011026331,0.755287009,0.996478873,-0.018171393,0.010523455,21.92653311,3.945657885
4381,"SQL, HTML/CSS","Kubernetes, Docker",0.011026331,0.755287009,0.996478873,-0.018171393,0.009842866,9.316987136,3.755151747
4382,"Docker, Cloud Computing","Python, Kubernetes",0.012525912,0.755319149,0.996008504,-0.020641291,0.011377574,10.90786692,3.803953755
4383,"Kubernetes, TypeScript","SQL, Docker",0.013893177,0.755395683,0.995582503,-0.022890663,0.013039814,16.28050031,3.898546081
4384,"Kubernetes, TypeScript","Java, Docker",0.013893177,0.755395683,0.995582503,-0.022890663,0.012917325,14.23697949,3.871318827
4385,Open Source RDBMS,Kubernetes,0.013628545,0.755501222,0.99566762,-0.02244961,0.011699168,7.06370277,3.652552375
4386,Open Source RDBMS,"Java, AWS",0.013628545,0.755501222,0.99566762,-0.02244961,0.012162219,9.29434575,3.757539805
4387,Open Source RDBMS,"Kubernetes, Docker",0.013628545,0.755501222,0.99566762,-0.02244961,0.012166197,9.319629607,3.758441759
4388,"Python, Data Analysis, R",Data Visualization,0.010497067,0.755555556,0.996650426,-0.017289287,0.009799743,15.05334896,3.885578762
4389,"Python, SQL, Docker",AWS,0.029594672,0.755630631,0.990789865,-0.048736382,0.023082343,4.544406708,3.411732545
4390,"Docker, Agile",Java,0.020200238,0.755775578,0.993642339,-0.033255414,0.015580367,4.372467382,3.386848985
4391,"Software Engineering, Go","Python, Java",0.011202752,0.755952381,0.996436177,-0.018436025,0.009602052,6.998655914,3.654967281
4392,"Java, Agile, Go",Kubernetes,0.012305385,0.756097561,0.996094089,-0.020244343,0.0105647,7.069278351,3.661482821
4393,"SQL, Microsoft Azure","Python, AWS",0.010805804,0.75617284,0.996564769,-0.017774445,0.009335383,7.348781307,3.679254922
4394,"SQL, Software Engineering",Python,0.017245181,0.756286267,0.994566624,-0.028359723,0.010415408,2.52500052,2.874194815
4395,"SQL, JavaScript, HTML/CSS",Docker,0.010541172,0.756329114,0.996650572,-0.017333392,0.009156234,7.61129605,3.696094846
4396,"Python, AWS, Go",Kubernetes,0.024787192,0.756393001,0.992270243,-0.040753319,0.021282236,7.072040627,3.665923374
4397,"SQL, Java, HTML/CSS",Kubernetes,0.010144224,0.756578947,0.996779388,-0.016671812,0.008710164,7.073779164,3.668723723
4398,"SQL, Java, HTML/CSS",Docker,0.010144224,0.756578947,0.996779388,-0.016671812,0.008811879,7.613810241,3.699888306
4399,"Python, Go, Scala",Docker,0.011246857,0.756676558,0.996436332,-0.018480131,0.009769883,7.614792542,3.701372536
4400,"Python, Docker, Software Engineering",Java,0.011114542,0.756756757,0.996479179,-0.018259604,0.008575899,4.3781439,3.400510642
4401,"Agile, Go",Kubernetes,0.013452124,0.756823821,0.995753163,-0.022096767,0.011551051,7.07606866,3.672418061
4402,"Kubernetes, Docker, JavaScript",Python,0.017024655,0.756862745,0.994651253,-0.027962775,0.010287354,2.526925198,2.881009528
4403,"Kubernetes, Docker, JavaScript",SQL,0.017024655,0.756862745,0.994651253,-0.027962775,0.012195148,3.525133324,3.229843511
4404,"Terraform, Ansible",Python,0.016760023,0.756972112,0.994735707,-0.027521722,0.010128405,2.527290338,2.882306029
4405,"Python, SQL, Software Engineering",AWS,0.013055176,0.757033248,0.995881027,-0.021435187,0.010187698,4.552842131,3.431428061
4406,"SQL, Kubernetes, Docker",AWS,0.031623517,0.757127772,0.990262489,-0.051911966,0.024678499,4.553410603,3.432763544
4407,"SQL, Open Source RDBMS","Java, AWS",0.011687911,0.757142857,0.99630804,-0.019185816,0.010433108,9.314541508,3.782939542
4408,"Python, Spark, Kafka",Hadoop,0.012393596,0.757412399,0.996094428,-0.020332554,0.011853765,22.9583039,3.986226888
4409,"JavaScript, HTML/CSS",Go,0.01226128,0.757493188,0.996137153,-0.020112028,0.01123538,11.9517349,3.862244703
4410,"Kubernetes, Docker, Agile",SQL,0.017509813,0.757633588,0.994525154,-0.028712566,0.012547732,3.528723569,3.24011598
4411,"Scala, Spark",Java,0.016142548,0.757763975,0.994947314,-0.026463194,0.012460373,4.383971066,3.414649979
4412,Kubernetes,Docker,0.081065585,0.757938144,0.976611682,-0.132845234,0.070437501,7.62748848,3.720663479
4413,"Python, Open Source RDBMS",Docker,0.012570017,0.757978723,0.996051889,-0.020597186,0.010922116,7.627896847,3.721287313
4414,"Docker, Linux",Kubernetes,0.013540334,0.758024691,0.995753532,-0.022184978,0.011629827,7.087296424,3.690643461
4415,"Python, Agile, Scala",SQL,0.012437701,0.758064516,0.996094598,-0.020376659,0.008915002,3.530730644,3.245887179
4416,"Docker, NoSQL","Java, AWS",0.016186654,0.758264463,0.994947532,-0.026507299,0.014451441,9.328339753,3.800491642
4417,"SQL, HTML/CSS",Kubernetes,0.011070436,0.758308157,0.996522344,-0.018127288,0.009509009,7.089946741,3.694971993
4418,Cassandra,Python,0.011908437,0.758426966,0.996265578,-0.019494553,0.007205537,2.532147638,2.899664492
4419,"Java, HTML/CSS",Python,0.011776121,0.758522727,0.99630836,-0.019274026,0.007126063,2.532467353,2.900814392
4420,"SQL, AWS, TypeScript",Docker,0.011643805,0.75862069,0.996351158,-0.0190535,0.010118621,7.634357255,3.731184354
4421,"AWS, Azure, GCP",Python,0.018744762,0.758928571,0.9941893,-0.0306532,0.011346942,2.533822338,2.905697918
4422,"Java, AWS, Docker",SQL,0.029021303,0.75893887,0.991121495,-0.047457328,0.020811142,3.534802998,3.257660346
4423,"SQL, Azure",AWS,0.020332554,0.759472817,0.993728522,-0.033211309,0.015880996,4.567513842,3.466231635
4424,"SQL, RDBMS","Java, AWS",0.010585278,0.759493671,0.996694071,-0.017289287,0.00945237,9.343461747,3.819915643
4425,"SQL, JavaScript, HTML/CSS",Kubernetes,0.010585278,0.759493671,0.996694071,-0.017289287,0.00909461,7.101030928,3.713185403
4426,"TypeScript, HTML/CSS",Go,0.011423279,0.759530792,0.996436951,-0.018656552,0.010470059,11.98388423,3.89497124
4427,"TypeScript, HTML/CSS","Python, Go",0.011423279,0.759530792,0.996436951,-0.018656552,0.010592113,13.74368846,3.928719343
4428,"TypeScript, HTML/CSS","SQL, Go",0.011423279,0.759530792,0.996436951,-0.018656552,0.0109271,23.02251556,4.021343211
4429,"Java, Kubernetes, Docker",Python,0.034931416,0.760076775,0.989458149,-0.056984078,0.021166186,2.537655828,2.919603758
4430,"Docker, Scala","Java, Go",0.011202752,0.760479042,0.996522797,-0.018259604,0.010622549,19.30833294,4.010563225
4431,"Docker, Cloud Computing","AWS, Kubernetes",0.012614123,0.760638298,0.996095275,-0.020553081,0.011578425,12.17934472,3.916862445
4432,"Python, SQL, TypeScript",Kubernetes,0.01292286,0.761038961,0.996010062,-0.021038239,0.011106698,7.115478913,3.737197471
4433,"Python, SQL, TypeScript",Docker,0.01292286,0.761038961,0.996010062,-0.021038239,0.011235515,7.658693459,3.768943716
4434,"Java, Open Source RDBMS",Docker,0.012790544,0.761154856,0.996052746,-0.020817713,0.011120729,7.659859761,3.770772517
4435,"SQL, JavaScript, Go",Docker,0.012658228,0.76127321,0.996095445,-0.020597186,0.011005944,7.661050812,3.772641958
4436,"JavaScript, TypeScript, HTML/CSS",Go,0.011114542,0.761329305,0.996565815,-0.018083183,0.010189275,12.01226119,3.924321964
4437,RDBMS,SQL,0.013937282,0.761445783,0.995712058,-0.022670136,0.01000739,3.546479096,3.291894377
4438,"SQL, TypeScript",AWS,0.015348653,0.761487965,0.995287505,-0.024963613,0.01199715,4.579633058,3.49551724
4439,"SQL, TypeScript","Python, Java",0.015348653,0.761487965,0.995287505,-0.024963613,0.013171509,7.049904708,3.739794777
4440,"Python, Java, Kubernetes",AWS,0.030035725,0.761744966,0.990961938,-0.048824593,0.023479394,4.58117868,3.499287792
4441,"SQL, HTML",JavaScript,0.010320646,0.762214984,0.996823325,-0.016760023,0.009202089,9.226748706,3.858067861
4442,"SQL, Microsoft Azure",Java,0.010894015,0.762345679,0.996651737,-0.017686235,0.008423985,4.410478076,3.48048053
4443,"SQL, Java, NoSQL",AWS,0.021655714,0.76242236,0.993438264,-0.035151943,0.016932809,4.585252566,3.509265145
4444,"Python, Docker, Software Engineering",SQL,0.011202752,0.762762763,0.996566113,-0.018171393,0.008049368,3.552613007,3.310168734
4445,"Docker, Scala",Go,0.011246857,0.763473054,0.996566262,-0.018215499,0.010313205,12.04608528,3.959889837
4446,"Docker, Scala","Python, Go",0.011246857,0.763473054,0.996566262,-0.018215499,0.010432754,13.81502358,3.994200429
4447,"Python, SQL, Agile",Java,0.024346139,0.763485477,0.992691058,-0.039430159,0.018834311,4.417072269,3.497253476
4448,"Java, Kubernetes, JavaScript",Python,0.014951705,0.763513514,0.995457888,-0.024213823,0.00908629,2.549130009,2.962032877
4449,"SQL, Docker, JavaScript",TypeScript,0.01367265,0.763546798,0.995840374,-0.022140872,0.012985539,19.89873167,4.066886642
4450,Data Pipelines,Python,0.010541172,0.763578275,0.996780649,-0.01706876,0.006406319,2.549346226,2.962844245
4451,"Go, GCP","SQL, AWS",0.010541172,0.763578275,0.996780649,-0.01706876,0.009567585,10.82714836,3.931430526
4452,"Kubernetes, Open Source RDBMS","Python, AWS",0.010408856,0.763754045,0.996823601,-0.016848234,0.00900651,7.422458409,3.797323351
4453,"Kubernetes, Cloud Computing",Python,0.013981388,0.763855422,0.995755371,-0.022626031,0.008499074,2.550271532,2.966321535
4454,"Kubernetes, NoSQL","Python, SQL",0.01698055,0.763888889,0.9948656,-0.027477617,0.013997129,5.691637456,3.666864708
4455,"Kubernetes, NoSQL","Java, Docker",0.01698055,0.763888889,0.9948656,-0.027477617,0.015801103,14.39705135,4.0105749
4456,"Python, RDBMS","Java, AWS",0.011290963,0.764179104,0.996566412,-0.018259604,0.010089937,9.401103004,3.89581206
4457,"Java, HTML/CSS","SQL, Go",0.011864332,0.764204545,0.996395223,-0.019185816,0.011352148,23.16418404,4.101051141
4458,"AWS, Go",Kubernetes,0.028447934,0.764218009,0.991538036,-0.046001852,0.02446653,7.145202033,3.787586102
4459,"Java, Agile, Go",Docker,0.012437701,0.764227642,0.996224286,-0.020112028,0.010820479,7.69078266,3.819916443
4460,"Scala, Kafka","Python, Java",0.010585278,0.76433121,0.996780789,-0.017112866,0.009089385,7.076227656,3.784913834
4461,"Kubernetes, TypeScript",Python,0.014069598,0.76498801,0.995755738,-0.022714242,0.008560864,2.554052885,2.98061706
4462,"Kubernetes, TypeScript",AWS,0.014069598,0.76498801,0.995755738,-0.022714242,0.011011444,4.600682531,3.547576142
4463,"SQL, Java",Python,0.061879769,0.764994547,0.982413188,-0.099898558,0.037651907,2.554074713,2.980699981
4464,"Java, Docker, JavaScript",Python,0.015392758,0.765350877,0.995373773,-0.024831297,0.009368818,2.555264385,2.985226365
4465,"Python, ETL",SQL,0.011952543,0.765536723,0.996395536,-0.019274026,0.008600297,3.565532893,3.349331698
4466,"AWS, HTML/CSS",Go,0.010232435,0.765676568,0.996909819,-0.016495391,0.009385439,12.08085234,3.997127563
4467,"AWS, HTML/CSS","SQL, Go",0.010232435,0.765676568,0.996909819,-0.016495391,0.009791549,23.20880323,4.126813987
4468,"AWS, JavaScript",Java,0.026374983,0.765685019,0.992197493,-0.042517532,0.02042099,4.42979751,3.530082602
4469,"Java, Docker, Software Engineering",Python,0.011114542,0.765957447,0.996652465,-0.017906761,0.006768322,2.557289529,2.992963196
4470,"Scala, Hadoop","Python, Spark",0.012570017,0.766129032,0.996224778,-0.020244343,0.011957814,20.53243918,4.116316384
4471,"SQL, Go, TypeScript",HTML/CSS,0.011423279,0.766272189,0.996566859,-0.01839192,0.011163565,43.98402367,4.203943016
4472,"SQL, Bachelor's Degree",Python,0.011864332,0.766381766,0.996438499,-0.019097605,0.007227484,2.558706198,2.998399299
4473,"Python, Kubernetes, Software Engineering",AWS,0.011732016,0.766570605,0.996481321,-0.018877078,0.009187221,4.610200353,3.571627862
4474,"SQL, JavaScript, Go",Kubernetes,0.012746438,0.766578249,0.996182213,-0.020508975,0.010968015,7.167269545,3.825884211
4475,"Python, Agile, Go",Docker,0.012614123,0.766756032,0.996224941,-0.020288449,0.01097937,7.716227038,3.861324752
4476,"AWS, TypeScript",Java,0.01914171,0.766784452,0.994319893,-0.030785516,0.014826781,4.436158175,3.546724244
4477,Agile practices,AWS,0.012040753,0.766853933,0.996395849,-0.019362237,0.009429955,4.611904301,3.575968231
4478,"Agile, GCP","Python, AWS",0.010011908,0.766891892,0.996995951,-0.016098443,0.008668561,7.452953221,3.848438767
4479,"Java, RDBMS","Python, NoSQL",0.011467384,0.766961652,0.996567009,-0.018436025,0.010916084,20.80062384,4.132916138
4480,"Python, PyTorch",TensorFlow,0.010452962,0.766990291,0.996867113,-0.016804128,0.010261815,54.685443,4.231473926
4481,"AWS, Docker, Azure",Python,0.01292286,0.767015707,0.996139666,-0.020773607,0.007876489,2.560822724,3.006557817
4482,"Java, HTML/CSS",Go,0.011908437,0.767045455,0.996438654,-0.01914171,0.010924468,12.10245065,4.020615474
4483,HTML/CSS,AWS,0.013363913,0.767088608,0.996011791,-0.021479293,0.0104671,4.61331565,3.579571277
4484,"Agile, JavaScript",Java,0.015833811,0.767094017,0.995289745,-0.025448772,0.012265989,4.437949132,3.551438339
4485,"Python, Java, Docker",AWS,0.029638777,0.767123288,0.991337212,-0.047633749,0.023214453,4.613524218,3.580104348
4486,"Agile, Cloud Computing",AWS,0.012525912,0.767567568,0.996267847,-0.020112028,0.009812441,4.616196143,3.586947491
4487,"Python, SQL, Agile",AWS,0.024478455,0.767634855,0.992819285,-0.039297843,0.019176187,4.616600812,3.587986182
4488,"AWS, RDBMS","Python, NoSQL",0.010497067,0.767741935,0.99686725,-0.016848234,0.009992928,20.82178577,4.146800894
4489,"AWS, Agile, Go",Kubernetes,0.012834649,0.767810026,0.996182544,-0.020597186,0.011046791,7.17878628,3.846180679
4490,"AWS, Agile, Go",Docker,0.012834649,0.767810026,0.996182544,-0.020597186,0.0111736,7.726833878,3.8788527
4491,"SQL, Software Engineering",Java,0.017509813,0.767891683,0.994825356,-0.028095091,0.013568438,4.442563951,3.563643247
4492,"SQL, Docker",Java,0.035637101,0.768060837,0.98971549,-0.057160499,0.027617126,4.443542574,3.566242219
4493,"Java, Spark, Hadoop",Scala,0.011687911,0.768115942,0.996524459,-0.018744762,0.010968469,16.24579548,4.108601089
4494,"Docker, Open Source RDBMS","Python, AWS",0.010673488,0.768253968,0.99682443,-0.017112866,0.009243912,7.466190408,3.871057785
4495,"NoSQL, Scala",SQL,0.012437701,0.768392371,0.996310764,-0.019935606,0.00896235,3.578833241,3.390627878
4496,"Java, Node.js",Python,0.012878754,0.768421053,0.996182709,-0.020641291,0.007858805,2.565514729,3.02480323
4497,"Kubernetes, Go","Python, Docker",0.026639615,0.768447837,0.992241784,-0.042693953,0.024382827,11.80421261,4.037537508
4498,"Kubernetes, GCP","AWS, Docker",0.014201914,0.76849642,0.995799411,-0.022758347,0.013086895,12.73692934,4.058960633
4499,"Ansible, Puppet",Python,0.010982226,0.768518519,0.996738705,-0.017598024,0.006702058,2.565840137,3.026076831
4500,"SQL, Open Source RDBMS","Python, AWS",0.011864332,0.768571429,0.996481779,-0.019009394,0.010275914,7.469275611,3.876367878
4501,"Docker, NoSQL","Python, SQL",0.01640718,0.768595041,0.995163449,-0.026286773,0.013542149,5.72670239,3.741438842
4502,"Python, Microsoft Azure",Java,0.014069598,0.768674699,0.995841996,-0.02253782,0.010905825,4.447094015,3.575705869
4503,"Docker, TypeScript",Java,0.014510651,0.768691589,0.995714471,-0.023243505,0.011247772,4.447191731,3.575966965
